wl,neff
1.0,3.0933614885288168
1.1,2.996437139148122
1.2,2.901719542626219
1.3,2.809010629021592
1.4,2.718338118213718
1.5,2.6298738339640853
1.6,2.5438714135974414
1.7000000000000002,2.460614167692495
1.8,2.380370661863008
1.9,2.3033574047327714
2.0,2.2297070936240138
